tahun,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah
2017,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cacat Fisik,Perempuan,3
2017,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Cacat Lainnya,Perempuan,2
2017,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Lainnya,Perempuan,2
2017,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Rungu/Wicara,Perempuan,5
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA PUSAT,JOHAR BARU,GALUR,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,GALUR,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Netra/Buta,Perempuan,
2017,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Fisik,Perempuan,3
2017,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Fisik,Perempuan,3
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Fisik dan Mental,Perempuan,2
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Netra/Buta,Perempuan,2
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Fisik,Perempuan,3
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Mental/Jiwa,Perempuan,10
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Netra/Buta,Perempuan,2
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Rungu/Wicara,Perempuan,5
2017,JAKARTA UTARA,PENJARINGAN,PLUIT,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Cacat Fisik,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Netra/Buta,Perempuan,2
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Fisik,Perempuan,9
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Rungu/Wicara,Perempuan,3
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Netra/Buta,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Cacat Fisik,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,KOJA,KOJA,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,KOJA,KOJA,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Fisik,Perempuan,3
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Lainnya,Perempuan,6
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA UTARA,KOJA,LAGOA,Cacat Fisik,Perempuan,
2017,JAKARTA UTARA,KOJA,LAGOA,Cacat Fisik dan Mental,Perempuan,2
2017,JAKARTA UTARA,KOJA,LAGOA,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA UTARA,KOJA,LAGOA,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,KOJA,TUGU SELATAN,Cacat Fisik,Perempuan,11
2017,JAKARTA UTARA,KOJA,TUGU SELATAN,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Lainnya,Perempuan,82
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA UTARA,CILINCING,CILINCING,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,CILINCING,CILINCING,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,CILINCING,CILINCING,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,CILINCING,CILINCING,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,CILINCING,SUKAPURA,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,CILINCING,SUKAPURA,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Fisik,Perempuan,2
2017,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA UTARA,CILINCING,KALIBARU,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Fisik,Perempuan,
2017,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Netra/Buta,Perempuan,3
2017,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA UTARA,CILINCING,SEMPER BARAT,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,CILINCING,SEMPER BARAT,Cacat Lainnya,Perempuan,2
2017,JAKARTA UTARA,CILINCING,SEMPER BARAT,Cacat Netra/Buta,Perempuan,
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Fisik,Perempuan,4
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Fisik,Perempuan,
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Fisik,Perempuan,1
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Mental/Jiwa,Perempuan,3
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Netra/Buta,Perempuan,
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Fisik,Perempuan,
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Lainnya,Perempuan,
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cacat Lainnya,Perempuan,1
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cacat Netra/Buta,Perempuan,
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Fisik,Perempuan,2
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Fisik dan Mental,Perempuan,4
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Lainnya,Perempuan,102
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Mental/Jiwa,Perempuan,256
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Cacat Fisik,Perempuan,2
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Cacat Lainnya,Perempuan,12
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Cacat Fisik,Perempuan,2
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Cacat Lainnya,Perempuan,7
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Cacat Rungu/Wicara,Perempuan,2
2017,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Fisik,Perempuan,5
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Lainnya,Perempuan,4
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Rungu/Wicara,Perempuan,4
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Fisik,Perempuan,9
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Lainnya,Perempuan,5
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Lainnya,Perempuan,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Lainnya,Perempuan,6
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Mental/Jiwa,Perempuan,5
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Rungu/Wicara,Perempuan,3
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik dan Mental,Perempuan,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Lainnya,Perempuan,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Rungu/Wicara,Perempuan,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Fisik,Perempuan,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Fisik,Perempuan,7
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Lainnya,Perempuan,6
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Netra/Buta,Perempuan,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Fisik,Perempuan,4
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Mental/Jiwa,Perempuan,142
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Netra/Buta,Perempuan,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Lainnya,Perempuan,2
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Mental/Jiwa,Perempuan,5
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Netra/Buta,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Cacat Lainnya,Perempuan,3
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Fisik,Perempuan,
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Fisik,Perempuan,
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Netra/Buta,Perempuan,
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik,Perempuan,6
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Mental/Jiwa,Perempuan,4
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Netra/Buta,Perempuan,
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Fisik,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Netra/Buta,Perempuan,
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Rungu/Wicara,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik,Perempuan,5
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Mental/Jiwa,Perempuan,3
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik,Perempuan,
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Netra/Buta,Perempuan,
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik dan Mental,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Lainnya,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Rungu/Wicara,Perempuan,3
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik dan Mental,Perempuan,3
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Lainnya,Perempuan,
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Mental/Jiwa,Perempuan,3
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Netra/Buta,Perempuan,4
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Rungu/Wicara,Perempuan,4
2017,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Fisik,Perempuan,
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Rungu/Wicara,Perempuan,
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik,Perempuan,1
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik dan Mental,Perempuan,2
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Mental/Jiwa,Perempuan,
